CommonID,sorghum3,maize4,paspalum3,subgenome
gene13620,Sobic.009G214000,Zm00001d038856,Pavagv31045290m,maize1
gene13621,Sobic.009G214100,Zm00001d038857,Pavagv31045291m,maize1
gene13622,Sobic.009G214300,Zm00001d038860,Pavagv31045292m,maize1
gene13623,Sobic.009G214500,Zm00001d038861,Pavagv31045296m,maize1
gene13624,Sobic.009G214600,Zm00001d038862,Pavagv31045297m,maize1
gene13625,Sobic.009G214700,Zm00001d038863,Pavagv31045298m,maize1
gene13626,Sobic.009G214900,Zm00001d038864,Pavagv31045301m,maize1
gene13627,Sobic.009G215200,Zm00001d038865,Pavagv31045307m,maize1
gene13628,Sobic.009G215400,Zm00001d038866,Pavagv31045312m,maize1
gene13629,Sobic.009G215500,Zm00001d038868,Pavagv31045313m,maize1
gene13630,Sobic.009G215700,Zm00001d038870,Pavagv31045315m,maize1
gene13631,Sobic.009G216000,Zm00001d038871,Pavagv31045316m,maize1
gene13632,Sobic.009G216050,Zm00001d038873,Pavagv31045317m,maize1
gene13633,Sobic.009G216100,Zm00001d038874,Pavagv31045318m,maize1
gene13634,Sobic.009G216300,Zm00001d038875,Pavagv31045318m,maize1
gene13635,Sobic.009G216400,Zm00001d038876,Pavagv31045319m,maize1
gene13636,Sobic.009G216700,Zm00001d038877,Pavagv31045336m,maize1
gene13637,Sobic.009G216900,Zm00001d038878,Pavagv31045346m,maize1
gene13638,Sobic.009G217000,Zm00001d038879,Pavagv31045348m,maize1
gene13639,Sobic.009G217100,Zm00001d038880,Pavagv31045349m,maize1
gene13640,Sobic.009G217400,Zm00001d038882,Pavagv31045350m,maize1
gene13641,Sobic.009G217500,Zm00001d038883,Pavagv31045351m,maize1
gene13642,Sobic.009G217600,Zm00001d038884,Pavagv31045351m,maize1
gene13643,Sobic.009G218000,Zm00001d038886,Pavagv31045359m,maize1
gene13644,Sobic.009G218100,Zm00001d038887,Pavagv31045362m,maize1
gene13645,Sobic.009G218200,Zm00001d038889,Pavagv31045362m,maize1
gene13646,Sobic.009G218800,Zm00001d038890,Pavagv31045372m,maize1
gene13647,Sobic.009G218900,Zm00001d038891,Pavagv31045373m,maize1
gene13648,Sobic.009G219000,Zm00001d038892,Pavagv31045374m,maize1
gene13649,Sobic.009G219100,Zm00001d038894,Pavagv31045375m,maize1
gene13650,Sobic.009G219800,Zm00001d038901,Pavagv31045381m,maize1
gene13651,Sobic.009G219900,Zm00001d038903,Pavagv31045382m,maize1
gene13652,Sobic.009G220000,Zm00001d038904,Pavagv31045383m,maize1
gene13653,Sobic.009G220100,Zm00001d038905,Pavagv31045384m,maize1
gene13654,Sobic.009G220200,Zm00001d038905,Pavagv31045385m,maize1
gene13655,Sobic.009G221400,Zm00001d038907,Pavagv31045388m,maize1
gene13656,Sobic.009G221500,Zm00001d038908,Pavagv31045389m,maize1
gene13657,Sobic.009G221600,Zm00001d038909,Pavagv31045391m,maize1
gene13658,Sobic.009G221800,Zm00001d038910,Pavagv31045402m,maize1
gene13659,Sobic.009G221900,Zm00001d038911,Pavagv31045403m,maize1
gene13660,Sobic.009G222000,Zm00001d038913,Pavagv31045404m,maize1
gene13661,Sobic.009G222100,Zm00001d038915,Pavagv31045412m,maize1
gene13662,Sobic.009G222200,Zm00001d038916,Pavagv31045413m,maize1
gene13663,Sobic.009G222600,Zm00001d038918,Pavagv31045418m,maize1
gene13664,Sobic.009G222700,Zm00001d038919,Pavagv31045418m,maize1
gene13665,Sobic.009G222800,Zm00001d038920,Pavagv31045421m,maize1
gene13666,Sobic.009G223100,Zm00001d038921,Pavagv31045428m,maize1
gene13667,Sobic.009G223200,Zm00001d038922,Pavagv31045430m,maize1
gene13668,Sobic.009G223300,Zm00001d038923,Pavagv31045435m,maize1
gene13669,Sobic.009G223400,Zm00001d038924,Pavagv31045434m,maize1
gene13670,Sobic.009G223500,Zm00001d038925,Pavagv31045433m,maize1
gene13671,Sobic.009G223900,Zm00001d038926,Pavagv31045436m,maize1
gene13672,Sobic.009G224000,Zm00001d038927,Pavagv31045439m,maize1
gene13673,Sobic.009G224400,Zm00001d038929,Pavagv31045443m,maize1
gene13674,Sobic.009G224500,Zm00001d038930,Pavagv31045445m,maize1
gene13675,Sobic.009G224600,Zm00001d038931,Pavagv31045446m,maize1
gene13676,Sobic.009G224700,Zm00001d038932,Pavagv31045447m,maize1
gene13677,Sobic.009G224900,Zm00001d038933,Pavagv31045460m,maize1
gene13678,Sobic.009G225100,Zm00001d038936,Pavagv31045462m,maize1
gene13679,Sobic.009G225200,Zm00001d038937,Pavagv31045463m,maize1
gene13680,Sobic.009G225500,Zm00001d038944,Pavagv31045465m,maize1
gene13681,Sobic.009G225600,Zm00001d038946,Pavagv31045466m,maize1
gene13682,Sobic.009G225700,Zm00001d038948,Pavagv31045470m,maize1
gene13683,Sobic.009G225800,Zm00001d038950,Pavagv31045471m,maize1
gene13684,Sobic.009G226100,Zm00001d038954,Pavagv31045473m,maize1
gene13685,Sobic.009G226200,Zm00001d038954,Pavagv31045473m,maize1
gene13686,Sobic.009G226250,Zm00001d038954,Pavagv31045473m,maize1
gene13687,Sobic.009G226300,Zm00001d038954,Pavagv31045473m,maize1
gene13688,Sobic.009G226400,Zm00001d038955,Pavagv31045474m,maize1
gene13689,Sobic.009G226600,Zm00001d038959,Pavagv31045475m,maize1
gene13690,Sobic.009G226700,Zm00001d038960,Pavagv31045477m,maize1
gene13691,Sobic.009G226800,Zm00001d038961,Pavagv31045480m,maize1
gene13692,Sobic.009G227000,Zm00001d038963,Pavagv31045485m,maize1
gene13693,Sobic.009G227201,Zm00001d038965,Pavagv31045486m,maize1
gene13694,Sobic.009G227300,Zm00001d038965,Pavagv31045486m,maize1
gene13695,Sobic.009G227700,Zm00001d038970,Pavagv31045489m,maize1
gene13696,Sobic.009G227800,Zm00001d038971,Pavagv31045491m,maize1
gene13697,Sobic.009G228000,Zm00001d038972,Pavagv31045493m,maize1
gene13698,Sobic.009G228100,Zm00001d038972,Pavagv31045494m,maize1
gene13699,Sobic.009G228300,Zm00001d038973,Pavagv31045496m,maize1
gene13700,Sobic.009G228400,Zm00001d038974,Pavagv31045498m,maize1
gene13701,Sobic.009G228700,Zm00001d038978,Pavagv31045501m,maize1
gene13702,Sobic.009G229100,Zm00001d038979,Pavagv31045511m,maize1
gene13703,Sobic.009G229200,Zm00001d038980,Pavagv31045516m,maize1
gene13704,Sobic.009G229300,Zm00001d038981,Pavagv31045517m,maize1
gene13705,Sobic.009G229600,Zm00001d038982,Pavagv31045519m,maize1
gene13706,Sobic.009G229700,Zm00001d038984,Pavagv31045520m,maize1
gene13707,Sobic.009G229800,Zm00001d038988,Pavagv31045521m,maize1
gene13708,Sobic.009G229900,Zm00001d038989,Pavagv31045522m,maize1
gene13709,Sobic.009G230000,Zm00001d038990,Pavagv31045523m,maize1
gene13710,Sobic.009G230100,Zm00001d038991,Pavagv31045524m,maize1
gene13711,Sobic.009G230200,Zm00001d038992,Pavagv31045504m,maize1
gene13712,Sobic.009G230700,Zm00001d038994,Pavagv31045528m,maize1
gene13713,Sobic.009G230800,Zm00001d038996,Pavagv31045530m,maize1
gene13714,Sobic.009G230900,Zm00001d038997,Pavagv31045531m,maize1
gene13715,Sobic.009G231200,Zm00001d038998,Pavagv31045535m,maize1
gene13716,Sobic.009G231300,Zm00001d038999,Pavagv31045537m,maize1
gene13717,Sobic.009G231400,Zm00001d039000,Pavagv31045538m,maize1
gene13718,Sobic.009G231600,Zm00001d039004,Pavagv31045543m,maize1
gene13719,Sobic.009G231700,Zm00001d039005,Pavagv31045544m,maize1
gene13720,Sobic.009G231800,Zm00001d039006,Pavagv31045545m,maize1
gene13721,Sobic.009G231900,Zm00001d039007,Pavagv31045549m,maize1
gene13722,Sobic.009G232200,Zm00001d039010,Pavagv31045552m,maize1
gene13723,Sobic.009G232266,Zm00001d039011,Pavagv31045553m,maize1
gene13724,Sobic.009G232400,Zm00001d039012,Pavagv31045555m,maize1
gene13725,Sobic.009G232500,Zm00001d039013,Pavagv31045556m,maize1
gene13726,Sobic.009G232700,Zm00001d039014,Pavagv31045560m,maize1
gene13727,Sobic.009G232800,Zm00001d039015,Pavagv31045563m,maize1
gene13728,Sobic.009G232900,Zm00001d039016,Pavagv31045564m,maize1
gene13729,Sobic.009G233000,Zm00001d039017,Pavagv31045565m,maize1
gene13730,Sobic.009G233100,Zm00001d039019,Pavagv31045566m,maize1
gene13731,Sobic.009G233300,Zm00001d039020,Pavagv31045567m,maize1
gene13732,Sobic.009G233400,Zm00001d039020,Pavagv31045568m,maize1
gene13733,Sobic.009G233500,Zm00001d039021,Pavagv31045571m,maize1
gene13734,Sobic.009G233600,Zm00001d039026,Pavagv31045578m,maize1
gene13735,Sobic.009G234000,Zm00001d039031,Pavagv31045582m,maize1
gene13736,Sobic.009G234100,Zm00001d039032,Pavagv31045584m,maize1
gene13737,Sobic.009G234200,Zm00001d039036,Pavagv31045586m,maize1
gene13738,Sobic.009G234300,Zm00001d039037,Pavagv31045587m,maize1
gene13739,Sobic.009G234400,Zm00001d039038,Pavagv31045593m,maize1
gene13740,Sobic.009G234500,Zm00001d039039,Pavagv31045599m,maize1
gene13741,Sobic.009G234600,Zm00001d039040,Pavagv31045603m,maize1
gene13742,Sobic.009G234700,Zm00001d039041,Pavagv31045606m,maize1
gene13743,Sobic.009G234800,Zm00001d039043,Pavagv31045609m,maize1
gene13744,Sobic.009G234900,Zm00001d039044,Pavagv31045584m,maize1
gene13745,Sobic.009G235200,Zm00001d039047,Pavagv31045613m,maize1
gene13746,Sobic.009G235300,Zm00001d039050,Pavagv31045617m,maize1
gene13747,Sobic.009G235500,Zm00001d039049,Pavagv31045614m,maize1
gene13748,Sobic.009G235600,Zm00001d039051,Pavagv31045618m,maize1
gene13749,Sobic.009G235700,Zm00001d039051,Pavagv31045619m,maize1
gene13750,Sobic.009G235900,Zm00001d039051,Pavagv31045619m,maize1
gene13751,Sobic.009G236100,Zm00001d039053,Pavagv31045624m,maize1
gene13752,Sobic.009G236500,Zm00001d039055,Pavagv31045630m,maize1
gene13753,Sobic.009G236600,Zm00001d039056,Pavagv31045631m,maize1
gene13754,Sobic.009G236700,Zm00001d039057,Pavagv31045632m,maize1
gene13755,Sobic.009G236800,Zm00001d039058,Pavagv31045632m,maize1
gene13756,Sobic.009G237000,Zm00001d039059,Pavagv31045633m,maize1
gene13757,Sobic.009G237400,Zm00001d039062,Pavagv31045636m,maize1
gene13758,Sobic.009G237500,Zm00001d039064,Pavagv31045637m,maize1
gene13759,Sobic.009G237600,Zm00001d039065,Pavagv31045639m,maize1
gene13760,Sobic.009G237700,Zm00001d039066,Pavagv31045641m,maize1
gene13761,Sobic.009G237900,Zm00001d039071,Pavagv31045644m,maize1
gene13762,Sobic.009G238000,Zm00001d039072,Pavagv31045645m,maize1
gene13763,Sobic.009G238300,Zm00001d039076,Pavagv31045656m,maize1
gene13764,Sobic.009G238500,Zm00001d039077,Pavagv31045660m,maize1
gene13765,Sobic.009G238900,Zm00001d039079,Pavagv31045664m,maize1
gene13766,Sobic.009G239301,Zm00001d039081,Pavagv31045665m,maize1
gene13767,Sobic.009G239500,Zm00001d039081,Pavagv31045665m,maize1
gene13768,Sobic.009G239700,Zm00001d039082,Pavagv31045673m,maize1
gene13769,Sobic.009G239800,Zm00001d039083,Pavagv31045674m,maize1
gene13770,Sobic.009G239900,Zm00001d039084,Pavagv31045675m,maize1
gene13771,Sobic.009G240000,Zm00001d039085,Pavagv31045678m,maize1
gene13772,Sobic.009G240300,Zm00001d039086,Pavagv31045685m,maize1
gene13773,Sobic.009G240400,Zm00001d039090,Pavagv31045692m,maize1
gene13774,Sobic.009G240500,Zm00001d039087,Pavagv31045686m,maize1
gene13775,Sobic.009G240600,Zm00001d039088,Pavagv31045687m,maize1
gene13776,Sobic.009G240700,Zm00001d039089,Pavagv31045691m,maize1
gene13777,Sobic.009G240900,Zm00001d039091,Pavagv31045692m,maize1
gene13778,Sobic.009G241000,Zm00001d039094,Pavagv31045693m,maize1
gene13779,Sobic.009G241200,Zm00001d039096,Pavagv31045695m,maize1
gene13780,Sobic.009G241300,Zm00001d039098,Pavagv31045697m,maize1
gene13781,Sobic.009G241400,Zm00001d039099,Pavagv31045697m,maize1
gene13782,Sobic.009G241500,Zm00001d039100,Pavagv31045698m,maize1
gene13783,Sobic.009G241600,Zm00001d039101,Pavagv31045702m,maize1
gene13784,Sobic.009G241700,Zm00001d039102,Pavagv31045707m,maize1
gene13785,Sobic.009G241801,Zm00001d039103,Pavagv31045708m,maize1
gene13786,Sobic.009G242100,Zm00001d039104,Pavagv31045685m,maize1
gene13787,Sobic.009G242200,Zm00001d039105,Pavagv31045714m,maize1
gene13788,Sobic.009G242501,Zm00001d039108,Pavagv31045720m,maize1
gene13789,Sobic.009G242600,Zm00001d039109,Pavagv31045721m,maize1
gene13790,Sobic.009G242700,Zm00001d039110,Pavagv31045724m,maize1
gene13791,Sobic.009G243100,Zm00001d039111,Pavagv31045732m,maize1
gene13792,Sobic.009G243200,Zm00001d039112,Pavagv31045733m,maize1
gene13793,Sobic.009G243600,Zm00001d039113,Pavagv31045737m,maize1
gene13794,Sobic.009G243900,Zm00001d039115,Pavagv31045740m,maize1
gene13795,Sobic.009G244000,Zm00001d039116,Pavagv31045741m,maize1
gene13796,Sobic.009G244200,Zm00001d039116,Pavagv31045742m,maize1
gene13797,Sobic.009G244300,Zm00001d039118,Pavagv31045744m,maize1
gene13798,Sobic.009G244600,Zm00001d039119,Pavagv31045746m,maize1
gene13799,Sobic.009G244700,Zm00001d039120,Pavagv31045751m,maize1
gene13800,Sobic.009G244800,Zm00001d039121,Pavagv31045753m,maize1
gene13801,Sobic.009G245000,Zm00001d039131,Pavagv31045754m,maize1
gene13802,Sobic.009G245400,Zm00001d039133,Pavagv31045757m,maize1
gene13803,Sobic.009G245700,Zm00001d039135,Pavagv31045766m,maize1
gene13804,Sobic.009G245800,Zm00001d039138,Pavagv31045768m,maize1
gene13805,Sobic.009G246100,Zm00001d039139,Pavagv31045770m,maize1
gene13806,Sobic.009G246200,Zm00001d039140,Pavagv31045771m,maize1
gene13807,Sobic.009G246300,Zm00001d039141,Pavagv31045777m,maize1
gene13808,Sobic.009G246400,Zm00001d039142,Pavagv31045776m,maize1
gene13809,Sobic.009G246700,Zm00001d039144,Pavagv31045774m,maize1
gene13810,Sobic.009G246950,Zm00001d039145,Pavagv31045779m,maize1
gene13811,Sobic.009G247100,Zm00001d039146,Pavagv31045781m,maize1
gene13812,Sobic.009G247400,Zm00001d039147,Pavagv31045784m,maize1
gene13813,Sobic.009G248000,Zm00001d039148,Pavagv31045790m,maize1
gene13814,Sobic.009G248500,Zm00001d039150,Pavagv31045796m,maize1
gene13815,Sobic.009G248600,Zm00001d039150,Pavagv31045796m,maize1
gene13816,Sobic.009G248700,Zm00001d039150,Pavagv31045796m,maize1
gene13817,Sobic.009G249500,Zm00001d039200,Pavagv31045801m,maize1
gene13818,Sobic.009G249700,Zm00001d039196,Pavagv31045802m,maize1
gene13819,Sobic.009G250400,Zm00001d039194,Pavagv31045812m,maize1
gene13820,Sobic.009G250700,Zm00001d039193,Pavagv31045814m,maize1
gene13821,Sobic.009G250900,Zm00001d039192,Pavagv31045817m,maize1
gene13822,Sobic.009G251300,Zm00001d039190,Pavagv31045823m,maize1
gene13823,Sobic.009G251500,Zm00001d039189,Pavagv31045826m,maize1
gene13824,Sobic.009G251800,Zm00001d039188,Pavagv31045831m,maize1
gene13825,Sobic.009G252400,Zm00001d039184,Pavagv31045847m,maize1
gene13826,Sobic.009G252500,Zm00001d039183,Pavagv31045847m,maize1
gene13827,Sobic.009G252600,Zm00001d039183,Pavagv31045847m,maize1
gene13828,Sobic.009G252800,Zm00001d039182,Pavagv31045848m,maize1
gene13829,Sobic.009G253000,Zm00001d039181,Pavagv31045858m,maize1
gene13830,Sobic.009G253200,Zm00001d039181,Pavagv31045858m,maize1
gene13831,Sobic.009G254000,Zm00001d039180,Pavagv31045866m,maize1
gene13832,Sobic.009G254200,Zm00001d039179,Pavagv31045868m,maize1
gene13833,Sobic.009G254500,Zm00001d039176,Pavagv31045869m,maize1
gene13834,Sobic.009G254600,Zm00001d039175,Pavagv31045875m,maize1
gene13835,Sobic.009G254700,Zm00001d039175,Pavagv31045875m,maize1
gene13836,Sobic.009G254900,Zm00001d039174,Pavagv31045876m,maize1
gene13837,Sobic.009G255100,Zm00001d039173,Pavagv31045880m,maize1
gene13838,Sobic.009G255200,Zm00001d039169,Pavagv31045882m,maize1
gene13839,Sobic.009G255300,Zm00001d039167,Pavagv31045883m,maize1
gene13840,Sobic.009G255600,Zm00001d039165,Pavagv31045884m,maize1
gene13841,Sobic.009G255900,Zm00001d039163,Pavagv31045888m,maize1
gene13842,Sobic.009G256200,Zm00001d039158,Pavagv31045901m,maize1
gene13843,Sobic.009G256400,Zm00001d039160,Pavagv31045903m,maize1
gene13844,Sobic.009G257200,Zm00001d039162,Pavagv31045907m,maize1
gene13845,Sobic.009G257300,Zm00001d039156,Pavagv31045909m,maize1
gene13846,Sobic.009G257500,Zm00001d039155,Pavagv31045911m,maize1
gene13847,Sobic.009G258400,Zm00001d039154,Pavagv31045923m,maize1
gene13848,Sobic.009G258500,Zm00001d039211,Pavagv31045924m,maize1
gene13849,Sobic.009G258700,Zm00001d039212,Pavagv31045926m,maize1
gene13850,Sobic.009G259100,Zm00001d039222,Pavagv31045929m,maize1
gene13851,Sobic.009G259200,Zm00001d039221,Pavagv31045931m,maize1
gene13852,Sobic.009G259400,Zm00001d039219,Pavagv31045933m,maize1
gene13853,Sobic.009G259500,Zm00001d039218,Pavagv31045935m,maize1
gene13854,Sobic.009G259600,Zm00001d039217,Pavagv31045936m,maize1
gene13855,Sobic.009G259800,Zm00001d039216,Pavagv31045938m,maize1
gene13856,Sobic.009G259900,Zm00001d039214,Pavagv31045939m,maize1
gene13857,Sobic.009G260000,Zm00001d039213,Pavagv31045940m,maize1
gene13858,Sobic.009G260900,Zm00001d039224,Pavagv31045946m,maize1
gene13859,Sobic.010G000300,Zm00001d045618,Pavagv31045955m,maize1
gene13860,Sobic.010G000600,Zm00001d045621,Pavagv31045956m,maize1
gene13861,Sobic.010G000700,Zm00001d045625,Pavagv31045957m,maize1
gene13862,Sobic.010G000800,Zm00001d045629,Pavagv31045958m,maize1
gene13863,Sobic.010G000900,Zm00001d045632,Pavagv31045959m,maize1
gene13864,Sobic.010G001100,Zm00001d045635,Pavagv31045963m,maize1
gene13865,Sobic.010G001200,Zm00001d045636,Pavagv31045968m,maize1
gene13866,Sobic.010G001500,Zm00001d045611,Pavagv31045972m,maize1
gene13867,Sobic.010G001600,Zm00001d045610,Pavagv31045972m,maize1
gene13868,Sobic.010G001800,Zm00001d045607,Pavagv31045978m,maize1
gene13869,Sobic.010G002000,Zm00001d045605,Pavagv31045987m,maize1
gene13870,Sobic.010G002900,Zm00001d045600,Pavagv31046002m,maize1
gene13871,Sobic.010G003100,Zm00001d045599,Pavagv31046003m,maize1
gene13872,Sobic.010G003200,Zm00001d045597,Pavagv31046006m,maize1
gene13873,Sobic.010G003300,Zm00001d045596,Pavagv31046007m,maize1
gene13874,Sobic.010G003400,Zm00001d045590,Pavagv31046008m,maize1
gene13875,Sobic.010G003700,Zm00001d045589,Pavagv31046010m,maize1
gene13876,Sobic.010G003900,Zm00001d045583,Pavagv31046012m,maize1
gene13877,Sobic.010G004200,Zm00001d045582,Pavagv31046015m,maize1
gene13878,Sobic.010G004300,Zm00001d045581,Pavagv31046019m,maize1
gene13879,Sobic.010G005100,Zm00001d045580,Pavagv31046027m,maize1
gene13880,Sobic.010G005200,Zm00001d045579,Pavagv31046030m,maize1
gene13881,Sobic.010G005300,Zm00001d045578,Pavagv31046031m,maize1
gene13882,Sobic.010G005401,Zm00001d045576,Pavagv31046033m,maize1
gene13883,Sobic.010G005500,Zm00001d045575,Pavagv31046034m,maize1
gene13884,Sobic.010G006200,Zm00001d045571,Pavagv31046038m,maize1
gene13885,Sobic.010G006350,Zm00001d045570,Pavagv31046047m,maize1
gene13886,Sobic.010G006400,Zm00001d045568,Pavagv31046050m,maize1
gene13887,Sobic.010G006700,Zm00001d045567,Pavagv31046052m,maize1
gene13888,Sobic.010G006800,Zm00001d045567,Pavagv31046053m,maize1
gene13889,Sobic.010G007100,Zm00001d045566,Pavagv31046055m,maize1
gene13890,Sobic.010G007200,Zm00001d045565,Pavagv31046056m,maize1
gene13891,Sobic.010G007300,Zm00001d045564,Pavagv31046057m,maize1
gene13892,Sobic.010G007700,Zm00001d045563,Pavagv31046058m,maize1
gene13893,Sobic.010G008000,Zm00001d045560,Pavagv31046064m,maize1
gene13894,Sobic.010G008100,Zm00001d045559,Pavagv31046065m,maize1
gene13895,Sobic.010G008400,Zm00001d045558,Pavagv31046068m,maize1
gene13896,Sobic.010G008600,Zm00001d045557,Pavagv31046072m,maize1
gene13897,Sobic.010G008700,Zm00001d045556,Pavagv31046073m,maize1
gene13898,Sobic.010G008800,Zm00001d045555,Pavagv31046073m,maize1
gene13899,Sobic.010G009100,Zm00001d045553,Pavagv31046078m,maize1
gene13900,Sobic.010G009200,Zm00001d045551,Pavagv31046080m,maize1
gene13901,Sobic.010G009466,Zm00001d045550,Pavagv31046092m,maize1
gene13902,Sobic.010G009600,Zm00001d045547,Pavagv31046097m,maize1
gene13903,Sobic.010G009700,Zm00001d045547,Pavagv31046097m,maize1
gene13904,Sobic.010G009800,Zm00001d045547,Pavagv31046097m,maize1
gene13905,Sobic.010G011000,Zm00001d045544,Pavagv31046118m,maize1
gene13906,Sobic.010G011200,Zm00001d045544,Pavagv31046118m,maize1
gene13907,Sobic.010G012300,Zm00001d045540,Pavagv31046139m,maize1
gene13908,Sobic.010G012900,Zm00001d045538,Pavagv31046146m,maize1
gene13909,Sobic.010G013000,Zm00001d045537,Pavagv31046148m,maize1
gene13910,Sobic.010G013100,Zm00001d045535,Pavagv31046149m,maize1
gene13911,Sobic.010G013500,Zm00001d045533,Pavagv31046151m,maize1
gene13912,Sobic.010G013900,Zm00001d045528,Pavagv31046156m,maize1
gene13913,Sobic.010G014200,Zm00001d045522,Pavagv31046164m,maize1
gene13914,Sobic.010G014800,Zm00001d045522,Pavagv31046171m,maize1
gene13915,Sobic.010G015100,Zm00001d045521,Pavagv31046206m,maize1
gene13916,Sobic.010G015200,Zm00001d045520,Pavagv31046207m,maize1
gene13917,Sobic.010G015500,Zm00001d045519,Pavagv31046224m,maize1
gene13918,Sobic.010G015700,Zm00001d045518,Pavagv31046227m,maize1
gene13919,Sobic.010G015800,Zm00001d045517,Pavagv31046229m,maize1
gene13920,Sobic.010G015900,Zm00001d045516,Pavagv31046230m,maize1
gene13921,Sobic.010G016100,Zm00001d045515,Pavagv31046231m,maize1
gene13922,Sobic.010G016200,Zm00001d045514,Pavagv31046233m,maize1
gene13923,Sobic.010G016300,Zm00001d045513,Pavagv31046234m,maize1
gene13924,Sobic.010G017000,Zm00001d045509,Pavagv31046243m,maize1
gene13925,Sobic.010G017100,Zm00001d045519,Pavagv31046248m,maize1
gene13926,Sobic.010G017400,Zm00001d045507,Pavagv31057521m,maize1
gene13927,Sobic.010G017800,Zm00001d045505,Pavagv31057513m,maize1
gene13928,Sobic.010G017900,Zm00001d045501,Pavagv31057511m,maize1
gene13929,Sobic.010G018000,Zm00001d045500,Pavagv31046266m,maize1
gene13930,Sobic.010G018300,Zm00001d045498,Pavagv31046271m,maize1
gene13931,Sobic.010G018400,Zm00001d045497,Pavagv31046272m,maize1
gene13932,Sobic.010G018500,Zm00001d045496,Pavagv31046273m,maize1
gene13933,Sobic.010G018600,Zm00001d045495,Pavagv31046275m,maize1
gene13934,Sobic.010G018700,Zm00001d045494,Pavagv31046276m,maize1
gene13935,Sobic.010G018800,Zm00001d045493,Pavagv31046277m,maize1
gene13936,Sobic.010G018900,Zm00001d045492,Pavagv31046278m,maize1
gene13937,Sobic.010G019000,Zm00001d045491,Pavagv31046280m,maize1
gene13938,Sobic.010G019300,Zm00001d045488,Pavagv31046288m,maize1
gene13939,Sobic.010G019400,Zm00001d045487,Pavagv31046289m,maize1
gene13940,Sobic.010G019500,Zm00001d045486,Pavagv31046290m,maize1
gene13941,Sobic.010G019600,Zm00001d045486,Pavagv31046290m,maize1
gene13942,Sobic.010G019700,Zm00001d045486,Pavagv31046290m,maize1
gene13943,Sobic.010G020000,Zm00001d045486,Pavagv31046290m,maize1
gene13944,Sobic.010G020300,Zm00001d045483,Pavagv31046291m,maize1
gene13945,Sobic.010G020600,Zm00001d045481,Pavagv31046292m,maize1
